"Data Source","World Development Indicators",

"Last Updated Date","2021-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Indonesia","IDN","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","102481007041100","111743713446700","102086849321700","95977404671200","107407978533500","110758319148300","109575845990100","109378767130400","120809340992700","137758122926400","162195901528500","181312550918900","222699111454700","277881192169100","287955744731700","259927559802000","292428763995800","357841541123100","364468996271200","373845921976100","352773487186300","344340409583000","296347785461100","314958007811900","335554772982400","309367253231700","356429250912400","408551968535100","412847788191200","455975786268000","458032447617900","549090494114900","629611325053400","671220631068600","737947938613100","794926175948500","855022746392500","921714298470800","1.0247912215956E+15","698856563451500","883948157823700","889649448923000","878823033792100","930553895940100","1.0564423024733E+15","1.2318256083234E+15","1.3476852822317E+15","1.4628177625215E+15","1.6022749190186E+15","1.4470122674306E+15","1.6679178255012E+15","1.9142679413678E+15","1.9450637029411E+15","2.0261136810465E+15","2.0478871009527E+15","2.0044669851287E+15","1.9711826381901E+15","2.1465645168326E+15","2.286394893098E+15","2.2666793109841E+15","2.092037950222E+15",
"IDA only","IDX","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","293837064043.05","293290899648.73","291590307387.33","316095783962.16","295511469528.17","254541237909.85","320315615756.4","336190891751.44","346740699023.86","340020849327.68","447324004508.29","452030019474.44","489267594528.12","513552175689.92","555662413121.86","647062425071.18","775302671845.4","747644863548.58","805983818810.33","895884793390.11","942805233656.44","935103136652.96","991401096010.58","982330586216.48","1054019618130.86","987459218632.05","1041101765798.33","1173605687122.97","1261309983667.6","1412403989222.32","1569243235035.98","1720868009600","1805074284600","2053806188100","2321697788800","3050619723700","3242495481000","3167004471600","3606721565100","4255912312400","5028509823300","5245214687000","6351168351400","6959751270300","8851161937200","11159994116300","13435941609900","14224166371200","16326232898800","15536986008700","18563301189600","21439310000000","22898359840400","24682689168400","25121446363800","23702816363000","24884225794000","26020117980600","29232734787100","28266388053500","26943864706600",
"Not classified","INX","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","6058643000","6306961000","6534120000","7247419000","7298538000","7849678000","8486806000","9677613000","10869774000","11572917000","12308222000","12548922000","13243602000","14627883000","17054692000","18176776000","18701340000","21267026000","23186211000","25577316000","27810197000","29396126000","33478646000","36725724000","42283697000","50720048000","57020279000","67026457000","82288614000","95267006000","115451974000","131624653000","140148461000","137769028000","146752085000","154793966000","164160891000","178773603000","171974048000","179968293000","190708225000","196672719000","195058122000","200878268000","230208197000","320564880000","335265545000","367574627000","410025697000","452755543000","495756383000",
"Iran, Islamic Rep.","IRN","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","420009562490645","470918490557386","532995101216317","587044940012111","659940243182226","768083544533941","864012193050448","1.00413171057433E+15","1.14699952498614E+15","1.35709155375171E+15","1.52936178248827E+15","1.79254392732687E+15","2.05009860710925E+15","2.28531770583113E+15","2.24349942054202E+15","2.01417392209608E+15","2.23320881180051E+15","2.05790947860279E+15","1.49782778960921E+15","1.16713844794831E+15","395607061583529","353344467267075","683131866890532","832666365271944","660848944042076","598543346392500","500915258059789","731152269252239","833677678252500","904762696618734","1.09122158930009E+15","1.273026934121E+15","1.2918763284383E+15","1.4092459577141E+15","1.4288125407202E+15","1.3008443290475E+15","1.3099007421921E+15","1.2380021204767E+15","1.2670425083252E+15","1.2352278357589E+15","1.3356478566912E+15","1.255445903374E+15","1.2965011007067E+15","1.4821721937651E+15","1.4992728637148E+15","1.5298700918309E+15","1.5904360869406E+15","1.5875367418439E+15","1.5394882392737E+15","1.5334337953208E+15","1.6483788870631E+15","1.6395684604858E+15","1.2176045967789E+15","1.1802735724903E+15","1.2647363304644E+15","1.4183385349706E+15","2.0046384776705E+15","2.0407944328082E+15","1.7864664985526E+15","1.2531878131766E+15","1.18497134950362E+15",
"Iraq","IRQ","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51158039100000","60143187342943.2","62278541083809","59935075838861.1","62133176550710.9","75000769938253.9","74693444322276.9","83264514544104.9","111954389844071","110986197036221","109880613572483","116766655195036","122183744979182","",
"Iceland","ISL","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","183198184000","168117770000","192503635000","209182983000","203612882000","208950544000","236255126000","257315364000","296317890000","314890521000","323388907000","333620554000","303783405000","337209632000","345322928000","383483232000","406287144000","419557858000","404433761000","416335343000","416228302000","391630878000","383869017000","408869212000","446804990000","436578721000","471899536000","494482971000","501521776000","517149645000","537120335000","573354530000","593748163000","598156359000","646989660000","693036063000","660395520000","814728048000","842953596000","913058553000","921771928000","953074590000","987367256000","1054555723000","1095563856000","1193592662000","1324306150000","1391576886000","1415005370000","1348936728000","941681917000",
"Israel","ISR","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","23746194000","29467494000","33471894000","35305970000","37394779000","38006138000","43314825000","48353005000","50855188000","52461320000","56400568000","59328416000","57212104000","58142698000","66017518000","72641016000","76499458000","84433676000","83114329000","86419497000","88019942000","85514980000","97524063000","107131328000","120928266000","133077331000","141192307000","154003236000","163584039000","187223372000","231033397000","204067133000","199819374000","216004663000","253851294000","265714882000","278992681000","307586836000","324616012000","285604634000","328210562000","354807137000","354429268000","372523520000","375280902000","367196000000","374622497000","394341352000","414405006000","430639819000","422488927000",
"Italy","ITA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","78567395000","84414560000","91562796000","97047135000","103981264000","105729976000","118370076000","130966121000","145186013000","156505895000","143422762000","153230398000","151228553000","156975426000","169066046000","175109718000","178058274000","185383582000","195002181000","211630020000","224742266000","220366104000","236423523000","257635729000","282438332000","317977100000","322551100000","338791800000","347919300000","344515700000","386149200000","396077700000","384969200000","379970900000","403261500000","416232700000","450823000000","478762000000","463589400000","380994400000","425805300000","448883400000","458006100000","459719900000","471742600000","491905000000","501081500000","528322500000","539639100000","548214500000","471451000000",
"Jamaica","JAM","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","351850000000","362051000000","297768000000","275561000000","271384000000","262787000000","275285000000","277936000000","291293000000","299178000000","314537000000","340420000000","352778000000","316794644000",
"Jordan","JOR","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","1610872621.45456","2169357864.01835","2265294604.45681","2439080000.79584","2845964244.97931","3429674708.08266","3310865425.95334","3008028401.57211","3317548310.52828","3344033567.24843","2687237621.10176","3182216951.38102","3566925928.40981","4029969425.8233","4250197855.98394","4019066000","4140736900","4353267600","4549936800","5159150000","5153522200","4836039300","4555851100","4429670800","4356012200","4560185100","5435560100","5704990100","6940335800","7548531700","8684798500","9393069800","11304803700","9792690400","10853225300","11102328200","11000959900","10509612800","11096702200","10044495800","9742000500","9906295300","9992507500","10638414200","6834939300",
"Japan","JPN","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","7831515305000","9084202897000","9458479377000","9953952141000","12257380086000","12140514735000","14156005455000","15816708896000","15776752542000","16455870858000","19250510488000","21814770059000","22127171984000","23227320527000","26785758870000","28193086813000","26749581018000","26721949115000","28511186038000","31212465663000","33454353036000","35206367602000","36748341724000","36881848444000","38313200000000","39915900000000","41844900000000","46483400000000","45356800000000","46264200000000","52289600000000","48820800000000","52674000000000","57746000000000","66044600000000","70746800000000","78038000000000","84829700000000","86176700000000","66026200000000","82440800000000","82342200000000","82462200000000","83130600000000","90896500000000","93815400000000","95333600000000","101643800000000","105465200000000","103961800000000","91758000000000",
"Kazakhstan","KAZ","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3496552573497.74","3181862841800","2815948615100","2624464109200","2335773057300","2452561710200","2501612944400","2531632299700","2230368056000","2297279097700","2938219966000","2885332006600","3364297119700","3616619403700","4021680776900","4037767500000","4312335690000","4704758237800","4747101061900","4182196035600","4311844112700","4329091489100","4536887880600","4659383853400","4542899257000","4356640387500","4160591570100","4493438895700","4924809029600","5023305210192","4415485279758.77",
"Kenya","KEN","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","143772308928.621","158934901297.954","174442292933.593","179504255654.102","199473968004.19","185332435132.096","223259740588.35","211641692462.766","237994257071.637","259779554647.952","267293391840.808","279527737893.953","249598979742.954","271182731167.984","312284803396.191","276003180188.33","281248375075.653","289093680553.173","293947442910.409","280498823501.757","295729709571.149","283347119034.396","292358393543.872","285679057098.307","288177561996.053","307535978393.751","337587996100.385","338464138444.093","354058140602.644","387368209021.008","474682628887.239","468786157053.682","465131677214.68","611743948187.815","604674844893.946","558349231492.211","583804000043.579","521654672773.466","496175240031.237","542221404315.706","548375527691.608","568157539216.66","608581978931.166","652473317021.05","734651931132.075","803560953611.297","832010291595.197","883241584041.055","904190333500.676","857000000000","980000000000","1062000000000","1086000000000","1081000000000","1101000000000","1076940000000","1006193800000","995953800000","1063400800000","1029822800000","945289100000",
"Kyrgyz Republic","KGZ","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150105587800","81249813600","100653673500","81560027600","67398220900","71914574600","87054379900","79448995800","71187141200","78667684200","76119903700","82269890600","86621497600","97721792700","86992104500","94730688000","119215999300","130071182200","128664360600","113609900000","131470200000","106200213200","119303541700","111881354300","105578607900","101528375900","107743856100","104818276300","121846847300","99360025600",
"Cambodia","KHM","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1322737222900","2298411685200","3304307711800","2727121343000","3711746511300","3601858995800","5387496010200","7019664981000","8192401999600","9259182497900","10284415684500","13173997472400","15333285288000","18275016193800","20129331419400","23280622881600","20983841175600","25298371336100","30075836713900","34414182995600","39239787454800","43665966364400","46815416898000","50849699668600","53525248443000","61115759687900","69240451708400","61431328661400",
"Kiribati","KIR","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19475000","20916000","16591000","17507000","20807000","19108000","20539000","27619000","33672000","25172000","18736000","","",
"St. Kitts and Nevis","KNA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","175400000000","237600000000","274700000000","314800000000","406000000000","554400000000","792200000000","1029800000000","1420900000000","1940000000000","2535500000000","3148600000000","4499800000000","6789000000000","7080700000000","8592100000000","11953900000000","14570900000000","17032600000000","17541500000000","19035200000000","21674100000000","22118000000000","25758500000000","29009300000000","29384800000000","39676900000000","49372300000000","54643000000000","52639700000000","55317800000000","62078500000000","69605100000000","76608700000000","90473100000000","111242500000000","122578000000000","145517000000000","166711000000000","187166500000000","218957600000000","215018400000000","242568100000000","275507700000000","333377500000000","359711600000000","403039200000000","453838000000000","488339500000000","486108900000000","549438300000000","634146300000000","670885000000000","696514400000000","711110300000000","712775700000000","729684800000000","747783500000000","777514900000000","779368000000000","765015600000000",
"Kuwait","KWT","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22055000000","25200500000","27137700000","26054100000","26420000000","26190700000","26835300000","25555200000","25464840133.005","22905598501.3815","",
"Latin America & Caribbean (excluding high income)","LAC","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15649743521800","13499625259400","12880262452500","11815579958100","12344917940300","13784335372100","15766247111900","17049934951700","19365657116900","20449359289100","23661340152700","28967159068500","30911145113600","36896161030500","39491436997400","42118407386500","46523150431000","","","","",
"Lebanon","LBN","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1071577457402.09","1039187518670.92","1170036579700","2329508304700","2721481219600","2722691557300","4055156283000","5517288541400","7010704085100","7368249993400","7766135493100","7890393661000","9215979796000","10367977270500","11104103656700","13772178421668.9","14419438853108.5","13947030603997.3","15570964426148.9","16854817144682.1","18474874168687.7","20297367122620.4","20826302035640.6","17709027721975.9","18317880179388.4","17033486888794.6","18776134744700.2","18494194575927.5","19223828691643","18334699123254","17794628659433.9","7698566596400",
"Liberia","LBR","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19270000000","17368410000","18711600300","22699840600","25064404800","22342063900","21277382800","21224591400","6254837500","19896304400","15156964300","6875258900","7496560600","5472210700","12509209700","15265226000","13280746620","6300757181.45",
"St. Lucia","LCA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","207946358862.553","216036310754.247","228058202046.91","220218922768.917","220323210891.55","233626183026.181","219820479775.472","233466632592.719","233641427801.582","232279618944.42","242240000836.214","234514537665.479","229734087924.557","232388584441.323","201383309816.173","241737269720.137","247180867191.019","214362676945.693","234668024835.998","267043077178.178","276660105151.273","304363846485.519","318161234404.19","315865509817.609","313461685914.546","329131929138.494","371836702703.784","373758583820.862","400467430324.084","427258217495.088","455884440977.201","486428734400","519019465600","587530006000","664496546100","683766981600","710433905000","793485362600","801155736700","833159544100","983030411300","931192111700","989515850600","1022726940300","1101921816100","1175157370700","1220288835300","1309702907800","1314813372300","1153016066800","1254021365600","1381931544900","1379423502200","1470967061900","1533668130200","1605147348000","1593234145000","1714146885100","1722274580200","1845686116700","1668855099600",
"Lower middle income","LMC","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","3746400","4133900","5555000","6459300","7363600","7880300","5684200","6588500","6846800","8267900","7751100","9043000","12918500","15502200","18085900","20669700","29712600","25837100","51674100","69760100","91204900","94951200","89176600","84952300","100402900","117377800","134365700","126506700","263936700","330525400","326873700","406369100","537441900","719471100","847773800","903786000","1354647300","1481874300","1884814300","1794384600","2409306900","4230820300","5917981100","5689323000","5805589800","5494280000","6693359000","7575219700","8193797900","7586606400","7623982400","8528810500","8504161100","7799057600","7016372600","8314123000","9335744100","9522361300","10080457000","8444472700","",
"Late-demographic dividend","LTE","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4583168000","5768922000","7149596000","7420788000","6022652000","6872819000","8527278000","10248899000","11178800000","11988143000","14366949000","16206961000","16724482000","18667469000","16114529000","18754368000","21482541000","23812866000","25544003000","25078418000","25685490000","26951058000","30595147000","32677438000","35921596000","36077510000",
"Luxembourg","LUX","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","9038118000","9388021000","9883835000","11256685000","12466399000","10513319000","10612752000","11062160000","11366154000","12464619000","12284187000","11691715000","11655059000","12271589000","14483964000","15758134000","16227903000","16766647000","18623153000","20967516000","22139017000","24172569000","24832735000","26014413000","28015014000","29295544000","31105720000","35297058000","41027770000","45955887000","53773013000","57223693000","57167384000","58758649000","64183188000","68019019000","76808733000","80747706000","80483142000","74653484000","82235534000","85844153000","87233904000","92743745000","98787058000","103864132000","109378078000","109129945000","113039399000","119586143000","121084047000",
"Latvia","LVA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3508231000","4160785000","4691200000","4912563000","4600657000","5264016000","5739761000","6028494000","6268436000","7130504000","8806497000","9470720000","10783333000","11033379000","9612912000","10905270000","12279732000","13446055000","13534706000","14378750000","14805204000","15388940000","16370291000","17101034000","17458699000","17082756000",
"Macao SAR, China","MAC","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","32775000000","36235000000","40169000000","38459000000","42498000000","49892000000","52743000000","56386000000","60419000000","60168000000","65040000000","66648000000","69997000000","74018000000","73592000000","72317000000","70542000000","70051000000","83415000000","88123000000","98947000000","110406000000","143416000000","141966000000","154476000000","183301000000","194501000000","193786000000","270779000000","340483000000","376399000000","425858000000","406958000000","298843000000","293094000000","342361000000","376012000000","367663000000","128319000000",
"St. Martin (French part)","MAF","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","27784639800","24826440400","25275772600","25812626500","29278388000","26876812500","26818130000","29479617700","30593334500","33649911100","34667651600","35017349500","40013152900","46128848000","43250890600","36013683500","39737015500","42597274600","44181727600","45103704500","45875430000","48888590000","52506310000","57125570000","60333980000","61342280000","61024240000","66238660000","80216700000","75539020000","88527315300","90436524100","94802593300","94844175800","103313156600","91744207400","97718972200","104145374100","109833821300","120738396100","131091529400","148487139700","156709813300","157810547700","167825288800","190231553200","212786038700","223862000000","218308000000","198264330600","233656952700","246766827300","253313930600","253264321700","276081671500","291225970000","308627000000","342737363300","363448537300","386086596800","330799092900",
"Monaco","MCO","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12695002300","11626711300","11819842400","8697901600","8969885900","9825739600","11516417600","13700753600","16333576800","18130982800","20789623400","21017232000","23226222400","24016858100","21112015900","24010104000","31172000000","31137070900","35075949300","35404114800","36314278100","39855501100","44182486100","47358611600","51245051388.1428","43317354122.4563",
"Madagascar","MDG","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","1187862115232.73","2070662220107","2038305998720.07","1876539231914.85","2033689909967.49","2264785281221.24","2338744467688.15","2426559230852.53","2694634182578.36","2791695674851.39","2625305585422.05","2103018488893.28","2075285590130.47","2167723719672.23","2297141477085.43","2699257548955.74","2070662223753.1","2181593815158.24","2412696431221.84","2616058856313.41","1768873565581.54","1368174845318.7","1309541087582.4","1251417634453.49","1671679651769.21","1684847599110.51","1629061060557.01","1693060045679.06","1604107642896.29","2232560703860.51","2030306048273.75","2074020416500","2084693972300","2197966331200","2418802645100","2502675933700","2607355988400","2510667490900","2399127786200","2770580701200","3141657573700","3443475013300","1863876982600","2591695742700","2845315347500","2897447635900","3399921024700","4440190639600","5000347144100","3770587954600","3984945559800","4241801842800","4031344638500","4457956923200","6212405355400","6172527417600","6112029139600","8886644106100","9104304482800","10097783576700","6398387145800",
"Maldives","MDV","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51916000000","46785582300","50961474700","54746910900","60473625800","64516130600","31383819400",
"Middle East & North Africa","MEA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mexico","MEX","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","90716949561.0978","98738247548.6549","104867480472.843","107714422985.867","115145715727.66","174754654050.928","191584523408.46","181242706754.331","190319004169.218","213787616560.597","222928096948.902","229273830965.713","261238304204.349","289746668428.006","289111815990.056","295675213858.683","317186247969.331","374968985164.112","460321063121.028","546398686694.849","667709924883.201","743613006930.315","911360213531.679","1040981469454.05","1100873745131.85","1051759986160.19","1098990120853.1","1203287094805.71","1272632373808.31","1301514612749.03","1348954039028.48","1410799702800","1434554297900","1488167826000","1619054743000","1946070846000","2246698545000","2457556184000","2639309675000","2782630153000","3104485353000","3088301495000","3100534964000","3159652343000","3471517412000","3690729172000","3979028885000","4057577257000","4016293819000","3580327246000","4380974658000","4718900088000","5026786469000","5095679696000","5451480252000","5910189418000","6121913068000","6376708396000","6759545931000","6859595483000","6358939105000",
"Marshall Islands","MHL","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56718600","50147800","38453300","41956000","48681100","53433100","77118300","79405400","76218200","76448000","84797300","82374800","73031000","70183300","74144700","83964500","81213500",
"Middle income","MIC","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"North Macedonia","MKD","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65531317300","49083344200","59634440300","61276719400","63366793400","61269000000","53371000000","69009000000","74842000000","79971000000","94846000000","81384000000","77428000000","77687000000","91041000000","107363000000","120390000000","136993000000","130598000000","112457000000","139087000000","161532000000","164685000000","174721000000","203514000000","220763000000","240811000000","260911000000","294321000000","320447000000","281300000000",
"Mali","MLI","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","75190546200","70080296900","79572414600","78841199800","107232937600","96432203700","87946495800","96432203700","97976667400","113405662800","140404158400","134234003300","148891662300","186691924200","146850783600","131358627700","149349579000","162302288100","173418187000","160540758300","159515560300","171437573300","190473937200","190650387400","215851264300","234148821400","243951015300","260806384700","286933801600","288209650000","370308048100","368373750500","428850000000","450358879600","649923862700","777733761200","705407045900","665185422200","744351953300","816015632700","731048712000","736303113300","654910683500","653280379900","693576434800","754291875800","760519616000","777178540300","858005108500","840572630800","936397910700","935461512800","956977127600","961762013200",
"Malta","MLT","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6875904900","6245679600","6758302200","6677204400","6411098500","6679563400","8131127100","8970195400","10716760300","10672274900","11547944000","12156787900","12821298100","12943009800","13389600500","15456728400","15733291535.9622","17061445640.6945","16986980239.7089","18075150562.1599","16660590517.4549",
"Myanmar","MMR","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12880591324072.5","11997691885971","11473371878641.4","12595962701734.2","14608348663989.4","17051191700000","19350802500000","21663321200000","24119432900000","26048987532000",
"Middle East & North Africa (excluding high income)","MNA","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Montenegro","MNE","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","933165000","1212912000","1233035000","1076961000","1157671000","1327017000","1322502000","1304789000","1295455000","1369853000","1451251000","1477280000","1579135000","1670733000","874733000",
"Mongolia","MNG","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4565129650048.63","5397603830845.38","5845869267615.09","6596447242796.67","10103548363784","10115841490300","11685431905700","12116803166500","12852368467300","14391699250800","13634029621000",
"Northern Mariana Islands","MNP","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1647000000","1579000000","1708000000","1418000000","1143000000","852000000","543000000","356000000","365000000","324000000","379000000","395000000","411000000","453000000","804000000","968000000","577000000","432000000","",
"Mozambique","MOZ","Exports of goods and services (constant LCU)","NE.EXP.GNFS.KN","","","","","","","","","","","","","","","","","","","","","8307430308.18856","6918648441.13465","6931899508.4015","4709290677.63905","3771855641.46405","3430285592.41516","3128479875.79151","3362832952.35845","3684731321.16569","4285588100.55075","4505968962.53587","5764087800","6513233700","6757962000","8930878300","9376077400","13008815200","14129673200","15586244300","15481520600","20461122700","31155466000","42671345400","50856159100","62049575300","65871797700","74067419400","85705172300","91532635000","105647826200","107244305200","125413171900","137623511700","140059402300","173767199200","162092929700","152250996100","158173925800","233910880900","211782279300","180109224600",
